ERR1464420	ERR1464446	ERR1464459	ERR1464475	ERR1464486	ERR1464501	ERR1464510	ERR1464524	ERR1464534	ERR1464625	ERR1464634	ERR1464643	ERR1464652	ERR1464660	ERR1464666	ERR1464672	ERR1464676	ERR1464682	ERR1464685	ERR1464688	ERR1464690	ERR1464692	ERR1464694	ERR1465454	ERR1465498	ERR1467340	ERR1467609	ERR1467634	ERR1467646	ERR1467653	ERR1467659	ERR1467667	ERR1467677	ERR1467821	ERR1467823	ERR3933565	ERR3933661	ERR3933700	ERR3933789	ERR3933880	ERR3933953	ERR3935242	ERR3935541	ERR3935581	ERR3935617	ERR3935667	ERR3935700	ERR3935745	ERR3935804	ERR3937260	ERR3938814	ERR3938882	ERR3938913	ERR3939008	ERR3939175	ERR3939206	ERR3939273	ERR3939371	ERR3939383	ERR3939592	ERR3939664	ERR3939966	ERR3939979	ERR3939992	ERR3940006	ERR3940022	ERR3940033	ERR3940047	ERR3940064	ERR3940080	ERR3940096	ERR3940108	ERR3940123	ERR3940136	ERR3940153	ERR3940170	ERR3940183	ERR3940194	ERR3940209	ERR3940223	ERR3940237	ERR3940244	ERR3940251	ERR3940258	ERR3940261	ERR3940266	ERR3940269	ERR3940275	ERR3940285	ERR3940289	ERR3940302	ERR3940305	ERR3940311	ERR3940313	ERR3940316	ERR3940318	ERR3940830	ERR3940874	ERR3940899	ERR3940936	ERR3947638	ERR3947664	ERR3947704	ERR3947715	ERR3947723	ERR3947731	ERR3947739	ERR3947770	ERR3947778	ERR3947786	ERR3947794	ERR3947802	ERR3947808	ERR3947841	ERR3947849	ERR3947856	ERR3947914	ERR3947930	ERR3947950	ERR3947957	ERR3948042	ERR3948068	ERR3948088	ERR3948099	ERR3948200	ERR3948233	ERR3949567	ERR3949568	ERR3949576	ERR3949593	ERR3949608	ERR3949619	ERR3949643	ERR3949649	ERR3949664	ERR3949676	ERR3949696	ERR3949710
ERR3939979	38315.9625221656	34482.6846257654	36828.5506774296	36284.399388718	34444.9179996121	21938.0419135346	34844.7004435395	27913.6464654835	42071.7311267316	31036.0963556953	26019.7558212986	28603.1215604171	36583.9792395524	38073.1721294667	37678.8979270891	39800.7107599852	36473.1586238428	25253.1429727074	34458.2357789832	35887.533977692	36263.708883676	26210.2290337189	35538.6182061149	22699.7331261845	34915.5296823634	36274.7916327579	40345.1959841565	37310.4101022757	42027.6309824858	42687.3157272743	35922.0975584667	25889.9180570353	35798.787297896	28551.3153987693	29240.7543165357	78313.7022812739	54191.3479994731	108272.7940528	37886.5378597728	34296.3097869144	65092.8905564963	77328.0935042369	55464.3551211046	43894.3687846175	81603.235867213	57053.8949941194	39552.6670782136	138155.276714283	43056.4611179321	45796.7720805735	104527.258875377	93857.5249460585	124986.838003047	88489.1259138658	97922.0160076374	87185.1711015124	139712.683976796	225856.276355119	171705.205599597	146949.323179796	98174.5674703994	36043.5987936832	0	30577.1515350923	34300.5986973989	33822.2905492813	34242.1429820039	34397.1631969847	48733.9963680386	32057.2847259402	34694.9673151597	33014.5525336934	39363.3524232883	47144.9330469352	30944.9921150418	31347.9740334204	36347.2659494493	32385.4215813227	35786.0843904443	35666.8924214039	35183.1489778843	42778.6652199435	21284.8138352206	29405.1792546823	39655.9959905183	38469.0130884586	40052.458988182	25552.2446763489	28585.4714846546	7064.73226668923	34295.9465534923	46799.3310422275	35227.2705726686	38816.9843496375	37394.10587245	48324.0600425916	58488.1768394263	70586.7423316872	81370.9775288462	105202.230423124	90356.9462299385	54663.0584490111	115211.634924603	36926.0485836218	59369.5156203923	97366.7623267817	131736.752415565	63180.6720682837	58737.178294501	118671.009248257	34573.7749457591	112179.278830807	57651.9724727611	110426.849864514	168021.575462796	128514.647044607	166577.594861974	76899.1025435278	232076.150541153	106830.860569407	83715.5367838014	35418.1647604728	58426.323433877	34803.8674144124	56409.1056124807	107090.225212201	43016.2308553411	35248.1506323381	34830.0937552571	65914.5286640206	78914.3123140536	34295.961482367	71497.6849555285	95198.915613572	40126.5146006976	36851.6360152436	47017.086330397	43411.4595469906
ERR3939992	18820.2897427218	8271.96669480723	15774.1021614544	14328.1295708826	8495.86464110628	12095.810059686	8123.38814781123	21045.605978446	24174.3438794107	9001.47648999874	10134.866205333	8833.536607724	15376.659682779	18401.4202169289	16206.9690874019	20501.886327848	14511.0504099462	8230.85876443036	7017.4453328829	9419.36128407866	14309.5456252112	10758.1694539545	12655.813525807	13582.1602111004	9203.21025512294	14375.1870944346	25544.3019282187	10599.8326401882	25568.8198006869	27142.3592931786	9101.53717786177	10591.0973463565	10005.4403201458	11091.4848870654	5864.02924617536	70856.0397213957	42711.1764998343	103007.477068415	17970.3130468003	7986.19214644877	55898.3613444974	69765.1520818238	44315.2015565765	28535.2065175635	74475.7041188601	46289.192410324	21259.2538203955	134068.724481141	27228.6842135275	31382.9051077175	99063.061975693	87731.2794218801	120454.35680788	81962.6000380661	92066.6259781469	80553.0661117254	135673.049880955	223379.945315151	168434.616483667	143114.101272376	92335.194254412	12912.2413236432	30577.1515350923	0	8649.70560192658	8088.19992334512	7912.10578796821	8797.76232913802	29097.4812311994	6105.79888302915	9077.35242237515	10170.2880490181	20924.7526628154	31752.2078917357	12998.455100511	8680.37222704188	14146.0202177149	11518.6627262022	8424.92670591264	6911.88679016085	11306.6872248241	25834.2202514417	17597.1194801877	6247.87427850465	19400.1051543542	18444.2019615922	22223.069522458	13035.3723383722	10348.4020022417	24615.3566295514	7984.64964791819	33206.6819781802	14783.5415242762	20029.5366895992	16950.4609376854	35559.5801296922	48045.9075260318	62209.5699470749	74221.1451272479	99775.005316963	83975.7115599505	43308.1096216401	110278.117602723	15845.3609614928	49114.9853405251	91475.8372795789	127444.553971521	53659.4793396283	48348.7178113339	113887.448105575	9104.30195017718	107106.176287831	47024.3801660373	105269.328728742	164677.84374651	124111.066811143	163204.281530847	69289.3525153757	229666.893674295	101490.763964018	76784.3310773754	11915.9051271819	47970.5917203447	9942.41353998112	45492.0827837108	101763.73978977	27165.0237805896	11400.6369558898	10033.8343119667	56853.0341230791	71519.3057013279	7984.69623717772	63241.2946894669	89164.8806089034	22308.7331330132	15671.1670592844	33138.3283676169	27786.6374360051
ERR3940006	17074.9423132261	4932.59424643868	13693.1857505841	12168.6160264839	4963.8556586589	14196.7231430355	7155.75027512839	21283.9449820751	24611.0963388468	7521.79818926299	11698.0004274235	8157.00655878123	12489.3934200184	17029.929154286	15641.7596836162	20099.6469620737	13017.9826010024	9600.8939687927	5000.55516917872	11196.6135058776	11531.2080459941	11648.5507682286	9288.88782363099	16175.3060249258	7437.09486291522	12487.6424116004	23586.0093275654	15151.8931160433	24328.0125986485	24723.6666576784	11286.1495648427	13059.7789414676	10890.8456512798	12091.5279431509	8338.53200509538	70497.6640038519	42113.9746758721	102761.289389536	16500.7398622001	3622.36524939162	55443.3861339655	69401.1434343844	43739.9057383529	27633.3182227542	74134.8283130136	45738.7319347618	20032.4271619792	133879.666674966	26281.9997146336	30565.159871985	98807.0468792586	87442.0931474081	120243.895225496	81652.9856771937	91791.0991545477	80238.0129676701	135486.230772725	223266.527347921	168284.171255053	142937.007972043	92060.471229513	11688.4069487677	34300.5986973989	8649.70560192658	0	9526.11143121893	3588.29722849153	4323.88101131379	34834.5234358101	12647.5479441669	7591.397499802	8164.99442743227	19688.8244189439	31836.1037031858	12308.6225061946	10446.1182742682	12709.1900213979	10035.9631326545	10885.2485961507	11208.225640127	8018.88564577398	24911.7279810133	19221.3193875967	13210.7329092674	20201.0756396782	17832.9220544475	21055.1133456935	14521.2674033639	10747.6792378634	28234.4701207584	3616.55734089756	31433.3397048421	13195.6932747014	18709.170024349	15771.1841977703	33329.9343833738	47515.802581878	61801.0748935648	73879.0948036046	99520.8216957637	83673.5465783541	42719.2535515311	110048.196200574	14156.8968704303	48596.5436013715	91198.5255966345	127245.654550558	53185.355014327	47821.9696269403	113664.827897639	5677.19816458788	106869.430914551	46482.6268083033	105028.442985698	164523.963257636	123906.816479159	163049.010346583	68922.8310286222	229556.581946587	101240.888157898	76453.7491821036	9556.72851973938	47439.6451820627	6942.17919676523	44931.8579740478	101514.535909888	26216.0405477257	8905.99730518711	7072.48867089937	56405.7599363753	71164.2701993072	3619.06603974009	62839.5068328834	88880.3589045409	21142.8909801853	13961.6525526171	32364.9667387439	26859.6255558412
ERR3940022	19557.2847297369	7224.01820318858	16255.3126392574	10799.2689104402	9357.91419067305	15347.1985391471	9177.55909814805	23085.4446134355	24735.2382240398	10888.2041218926	13273.8646595481	11335.2765735998	15886.3771515094	11742.2596632846	16932.7453474031	22445.7434494828	15257.3877187414	11645.2740628978	6919.40076885275	10541.0296935356	14840.8569159601	13505.7319683163	13282.4625728816	15913.3505585719	7287.72920737317	14894.9118829216	25411.9266683973	12197.2842879061	25456.3482455752	27457.7349393573	10482.2851039265	13949.5090594616	11130.1871502684	13433.3311952025	9280.31901391326	70961.3184840868	42885.6031087357	103079.923787321	18381.0366138583	8871.84428402573	56031.7513290456	69872.0745434111	44483.3389596599	28795.6310401422	74575.8731762492	46450.1850373064	21607.5502776229	134124.394649147	27501.4835963444	31619.884392578	99138.3911711301	87816.3296033261	120516.316032312	82053.6297856469	92147.6748214517	80645.6869026484	135728.062021087	223413.36201087	168478.931578996	143166.254190714	92416.007563625	14560.1606447182	33822.2905492813	8088.19992334512	9526.11143121893	0	8831.95595550612	8304.13041805101	30387.5514972826	9317.83472701679	10575.8516914715	11606.3575250808	21291.6998381999	32345.3413337995	14562.5215192974	10918.3869687789	7361.7007545811	12760.3577927894	9924.2674288836	8061.68437734944	12081.6234836217	26417.3737150384	20548.7766545846	9751.99102747741	19939.6105779426	18927.2168582705	15334.4786347629	16268.0056552732	11795.36281765	27933.169959745	8870.4557943772	33257.767453634	15668.7032647887	19792.9468750866	16480.1462978943	35819.4196630822	48201.0330387223	62329.4549069699	74321.65727431	99849.7974059036	84064.5614275124	43480.1416166047	110345.790939211	16309.6848528719	49266.744777791	91557.4091048889	127503.116405051	53798.4207853725	48502.8748632491	113952.977986536	9890.33214811313	107175.852480864	47182.8643259394	105340.219892499	164723.169520866	124171.201415626	163250.016434915	69397.0080623077	229699.395745831	101564.292573719	76881.4922787012	12526.7374443628	48125.9600008145	10666.8619096715	45655.8862798654	101837.0713051	27438.456097237	12037.6442462801	10752.1247667612	56984.1894300516	71623.6095432225	8870.49773124372	63359.2275047605	89248.5646383179	22640.8906626926	16140.5028732069	33362.8410510856	28054.011763026
ERR3940033	17400.0940227345	3585.23597549729	13609.1235206386	11902.8146671281	3457.20985767425	14130.3044199338	6120.95719638685	22202.314316305	24475.295340404	7599.3088501521	11240.9199356636	8295.80924322637	13165.375383938	16643.8916122402	15884.3698962219	20580.369846045	12505.7411615626	9304.26235657615	3440.62247275112	10778.1384756367	11920.6852152047	11491.1669555359	9840.46655398005	15876.329739584	6677.29818115082	11936.8989272759	24604.7204617325	14689.5718113225	24299.3493328525	25925.6135125092	10668.5580562698	12643.5352255609	10246.5517126495	11762.6833248201	7631.63894586215	70404.8028404313	41958.3423886121	102697.605765665	16099.3803918039	192.777073325642	55325.2627558153	69306.8131066492	43590.0789974049	27395.5454225682	74046.5286289641	45595.4738104562	19703.1411455128	133830.791606416	26031.887023418	30350.3645941857	98740.8129701189	87367.24378736	120189.4752963	81572.8245373421	91719.7989367617	80156.4367845777	135437.935461229	223237.223300685	168245.290953417	142891.230945079	91989.3798000617	11522.9021518019	34242.1429820039	7912.10578796821	3588.29722849153	8831.95595550612	0	3807.89416869744	34614.388193351	12130.8438288521	7656.19755492242	8889.30970323343	19358.2010011261	32819.6117892945	12381.4846848025	9929.27459586046	12193.6465423597	9852.14976540653	10247.4019146318	10588.7548370901	8209.70632848703	26111.0211596559	19826.9202348726	12741.5630516825	20007.565519073	17457.9537174321	20738.8095367116	14795.4824862186	10189.2774032313	28109.0106549484	111.928548637066	32222.7743063815	13124.7062443317	18381.0141178337	15378.3769624756	34640.3507343676	47377.9181475928	61695.1253422829	73790.4891025937	99455.0631390881	83595.3230151065	42565.8343862774	109988.731786488	13686.977825656	48461.7342137072	91126.761733313	127194.230352638	53062.2052029502	47684.9705043424	113607.256519995	4375.63846769817	106808.196768787	46341.6683773901	104966.134867394	164484.19413123	123854.006003036	163008.881377672	68827.8451645844	229528.080957429	101176.247548523	76368.1307680108	8845.71608181045	47301.5387487553	5925.32572944307	44786.0189568128	101450.069659907	25965.2925074993	8138.33035702041	6077.4771904138	56289.6561279246	71072.2800112674	115.204166591317	62735.3110456942	88806.7217726226	20831.1658819184	13484.9314050906	32162.1937218219	26614.9416305954
ERR3940047	16456.3179964414	4038.94775900853	13409.8101776274	11376.7075641417	4989.10893847789	14095.0798153114	6550.57806609462	20355.9623452196	23734.5701035431	7655.09105105877	11781.9282377716	7502.16628714667	11432.2920274108	15429.6828224044	15061.4245342199	19606.7697237459	12640.5915209693	9506.56783492339	4293.79517443485	11052.386393897	11945.0737126231	12096.3887172991	8144.3810077869	16149.3374477097	5790.51370778103	12500.8442114923	22540.4676304641	14993.1705786335	24528.4176008156	23342.0770712463	10969.4806166928	13180.6018451359	10494.7725082538	12067.4476588879	8470.19084790892	70510.9120845845	42136.1478543068	102770.378465782	16557.2494394449	3871.64344949273	55460.2304268563	69414.600791188	43761.2550894053	27667.0990347741	74147.4265365967	45759.1487245993	20078.9997509836	133886.643254658	26317.515118263	30595.7037997167	98816.4996647827	87452.7743813768	120251.662907421	81664.4240964203	91801.2743756861	80249.6530709012	135493.124629997	223270.710857918	168289.721575621	142943.542494931	92070.6166808934	11182.7077221932	34397.1631969847	8797.76232913802	4323.88101131379	8304.13041805101	3807.89416869744	0	34874.1889941544	12507.0470535614	8550.89930942939	6797.4438578042	19317.6326706975	30709.6091150636	10673.5465052624	10364.8205001341	11098.9013870743	8368.40337220906	10944.3511456824	11111.5909301954	7135.21730573078	23531.9659612196	18495.6209952518	13193.2502818676	20028.2595349671	17785.3621835486	18904.2479088696	14050.185194509	9953.89913551468	28353.5569197235	3868.32470198664	29812.4078866501	13530.615359251	18430.067878334	14820.486024419	31919.0319872016	47535.4561143574	61816.186804105	73891.7366286651	99530.2066912352	83684.7088182781	42741.1127253374	110056.683486284	14222.7220320162	48615.7602326653	91208.7669251153	127252.994837057	53202.9142152946	47841.4973845928	113673.045151434	5839.40681918977	106878.170628992	46502.7169958918	105037.335881105	164529.640426885	123914.354547809	163054.738870111	68936.3817588362	229560.650826748	101250.113718455	76465.9653506055	9653.9708410581	47459.3302523329	7075.44662901219	44952.6412349708	101523.736603811	26251.6451865402	9010.26531240895	7203.34568100129	56422.3169233593	71177.3942063068	3868.5568368579	62854.3690764612	88890.8673149272	21187.0227261878	14028.39388526	32393.8136840972	26894.3781857845
ERR3940064	38561.6694140697	34197.0932829093	37237.6203187046	36628.9900352166	34543.4777056393	37235.7198533881	32175.6426043055	41176.5016848202	36910.3135180399	35470.4796556235	36275.446696078	35639.0590925181	37014.9564230461	38418.5532262734	33988.0409114736	40314.1826532549	36662.5689770916	35818.8980288339	32608.3111338199	28239.3437069632	36583.7110747393	36529.8938131498	36028.9561325332	35875.559284839	33678.6757904761	36665.3367364872	42536.7754654722	21411.159380099	42309.7562271399	43304.2253134726	27779.5440747324	34555.5922970508	29980.8136313877	35440.3736295203	32282.5952333452	78474.726039662	54423.7894674746	108389.319556864	38218.2732864791	34662.4224052503	65286.5304867704	77491.1653480576	55691.4836487591	44181.0171114247	81757.7810731187	57274.7203921591	39870.5421959622	138246.617123169	43348.6505672322	46071.5855490127	104647.955116189	93991.9233285499	125087.794512494	88631.6651485235	98050.8433467046	87329.8386692658	139803.006856076	225912.160431881	171778.7073301	147035.200700377	98303.0638383158	36532.0789444017	48733.9963680386	29097.4812311994	34834.5234358101	30387.5514972826	34614.388193351	34874.1889941544	0	24431.599824817	33175.0267972763	34190.756104538	37375.8729396385	39128.3077834961	36766.1147661811	31725.1511580323	35795.1274058356	36048.6786304297	27289.8641990025	24313.5766805297	35500.4718841877	38052.7859426876	39928.1749144636	25360.5544300593	33109.7266977545	36626.5245689514	40393.3598132168	37691.6625794087	36113.8953866791	44634.2105340735	34662.0632392245	47351.128476521	37007.2148641316	38940.3985341701	36990.7097525852	49041.5198887636	58703.6071464097	70765.3506668341	81525.9630179245	105322.153168267	90496.5435472538	54893.5025390073	115321.149335237	37266.3350223764	59581.7593479749	97496.3233563194	131832.539985392	63380.1545043873	58951.6986693344	118777.334108827	34936.9800641097	112291.750636456	57870.5157398826	110541.104721276	168096.687900149	128612.834379	166653.358117981	77063.0821729835	232130.537224209	106948.957133765	83866.1896177476	35772.797723969	58641.9809692681	35164.6960601112	56632.4452765374	107208.036070063	43308.6917257956	35604.477035901	35190.6534892434	66105.7618593115	79074.113020634	34662.0777796138	71674.0232999376	95331.4229202523	40439.8792777624	37192.6032834487	47284.8080148371	43701.2755191425
ERR3940080	20922.8281071178	11926.8983813899	18274.1311968586	16565.0661030978	12406.1891812111	15216.8341976904	10753.7049894443	23092.6161142474	24610.1556273015	13130.4875385494	13932.8701637531	12817.6498235831	17910.1838349024	19752.6910571699	17104.1014087265	23913.9591243274	17128.0021602054	12411.869480461	10494.0780919526	9967.17748412257	16904.1399071352	14212.8645247888	15614.0070449581	15723.259585722	11819.1403663718	17054.2338438289	27110.0400405459	7877.85884615864	27150.0308655442	28678.8728509333	9538.11737189263	13335.2328438614	11296.0456797943	13900.5235512912	9462.44688228156	71453.0697940963	43694.4780950637	103419.065698739	20196.4098047153	12195.9863479753	56653.2401456439	70371.4378352468	45263.670940391	29987.0110047667	75043.9426069819	47198.0100427974	23171.5060149314	134385.213851822	28746.5486971915	32708.5547066819	99490.9697711305	88214.1723704304	120806.518416847	82479.2738995682	92526.8957492901	81078.7227205757	135985.805443068	223570.040003127	168686.64098855	143410.630013957	92794.1319049863	16788.0875027503	32057.2847259402	6105.79888302915	12647.5479441669	9317.83472701679	12130.8438288521	12507.0470535614	24431.599824817	0	12306.3241059221	13162.9098986508	22349.9443399754	31462.6984856671	15298.34281875	10558.167075776	15860.1401002639	14218.5229542312	8772.43295785154	4928.20707762975	14394.6999968738	26326.3777227328	20067.484047583	4543.42238846445	19687.0354802342	19843.3758216691	22933.5994776223	15933.8286673354	13356.8351790385	26385.4796431674	12194.9671586274	34433.0500536911	17491.266392117	21886.1426021124	18327.1708127578	36756.1718490922	48922.101835469	62888.7383479745	74791.3176912936	100199.87277437	84480.074277903	44278.1568835018	110662.667779157	18331.3469772409	49972.4384336006	91939.0647331155	127777.451668908	54445.4088147017	49219.5218587097	114259.85145273	12955.7374162955	107502.073547444	47919.2565468205	105672.107904593	164935.608765967	124452.881537552	163464.370209535	69899.7653071883	229851.788916249	101908.47848928	77335.6083379448	15064.9133087449	48848.1369962049	13557.8171178107	46416.5101445596	102180.338392472	28686.2569011713	14660.7414887515	13625.0008807339	57595.4017869482	72110.8445797163	12195.0068470665	63909.49985722	89640.0510486245	24137.9864943205	18180.9871844188	34396.3897088052	29275.5877481563
ERR3940096	18989.0909998346	8279.21687117809	15582.0301629794	14092.665326332	8299.90307172319	15616.5330339355	9119.63069427704	23302.8669909949	25076.8473098195	10586.3500792294	13126.2325897418	11111.7200288704	15216.2331080987	18312.5315289831	15869.1103720404	20534.3094356737	14641.6873686061	11761.2589037058	7793.80022838666	11428.3589373103	13803.5772537411	13577.881535792	12480.9445556016	17165.3498944822	9463.45011082111	14185.2969302726	25765.4871096977	14508.4812092789	25447.6985010433	27068.9683401492	11679.7123252245	14264.2447399082	11735.3914719535	13648.8573148084	9887.04202479184	70822.1951791951	42655.0063064114	102984.199258915	17836.3986275257	7680.11913970089	55855.4542189033	69730.7780682247	44261.0670228362	28451.0628272478	74443.5052170436	46237.3690752404	21146.1778579487	134050.840538208	27140.4902129641	31306.4162433198	99038.8570864991	87703.9471973753	120434.451213098	81933.3434567393	92040.5811802598	80523.2974051609	135655.377442253	223369.212144378	168420.38176836	143097.347802117	92309.2252323678	13257.138114993	34694.9673151597	9077.35242237515	7591.397499802	10575.8516914715	7656.19755492242	8550.89930942939	33175.0267972763	12306.3241059221	0	11324.6392437022	20670.7044147025	32988.343835361	14419.5997864018	11330.2863600176	14210.1754739342	12419.3838816585	11242.7342314937	11008.8129241985	10445.5603487798	26711.5134913767	20970.0924890664	12936.2066310028	20618.0469249636	18210.7102277753	22112.7264714236	15872.4098674398	12524.7568040262	28765.6510268758	7678.39455876031	33155.6319348614	14259.4158716267	19843.4283580232	16949.4541800024	35508.0495662603	47995.9810296654	62171.0186340871	74188.8357436616	99750.9731832226	83947.1565748358	43252.7146431296	110256.374813432	15693.3243450838	49066.1466797628	91449.6242255812	127425.74034315	53614.7804994108	48299.1043291695	113866.394520069	8837.04017191277	107083.7894548	46973.3679333301	105246.5511834	164663.28426823	124091.747791705	163189.590584081	69254.7423430338	229656.45432907	101467.138202474	76753.1006800377	11712.9740032154	47920.5867555897	9698.27572303448	45439.3503584723	101740.177417773	27076.6224259969	11188.3639554673	9791.97610291202	56810.8480309879	71485.775179402	7678.56360265382	63203.3726869065	89137.9879680936	22201.0031079679	15517.4238196938	33065.9004413913	27700.2199449752
ERR3940108	15692.7287939351	9553.13707637444	14360.7060411388	14889.3475343952	9484.13533222718	12864.2110523732	10264.9345833278	15697.3058197896	24959.4475700084	9257.08496234101	12795.1904245306	6586.53702638951	9321.94314507442	18864.8170677587	14217.8911235105	18562.8543063829	15360.3875276635	9796.41878443342	9223.39807229418	13002.1445154251	13441.304438186	13015.506713148	6925.23537506127	16361.5020398495	10872.0634655984	14523.8391274484	19319.0333091488	15853.6351351985	25901.8704150878	18525.9018943748	12995.6963645662	13709.8202759919	12741.6519729586	13400.3733530077	10187.264304022	70974.4960531598	42907.4040580411	103088.995809446	18431.8440748613	8976.63578407858	56048.4391040464	69885.4575001123	44504.3572473528	28828.0893574305	74588.4121630163	46470.3137389882	21650.7874683578	134131.366984013	27535.4674737873	31649.4464090606	99147.8238439957	87826.9782811637	120524.075599027	82065.0262292044	92157.823021163	80657.2822812671	135734.951979952	223417.547864979	168484.482237979	143172.786199054	92426.1263009545	12807.1281324113	33014.5525336934	10170.2880490181	8164.99442743227	11606.3575250808	8889.30970323343	6797.4438578042	34190.756104538	13162.9098986508	11324.6392437022	0	21302.2354460747	26100.4755320665	11312.1829900334	11236.569449792	14911.9711306051	10591.435691161	12430.0495171982	12551.6684946664	7579.42339495558	18059.8128727847	14712.817711098	13328.7629583544	20334.862453432	19399.1859880769	22556.122051452	11959.1058612256	12328.5276087617	27339.5969794728	8975.26350588104	27641.3347904909	15602.0705997634	20306.4199946716	17342.8685343573	26637.2047332298	48220.4308877472	62344.4569949887	74334.2391432104	99859.1628795275	84075.6852901004	43501.6446125891	110354.265649317	16366.9236266319	49285.7231863346	91567.6227222264	127510.450795219	53815.801099677	48522.1520441952	113961.184448917	9984.43984407738	107184.577827223	47202.6805912546	105349.09727188	164728.846733048	124178.732599427	163255.744875946	69410.4826161006	229703.467050456	101573.499964312	76893.6552909276	12601.1713741223	48145.3880968884	10754.1764910197	45676.3650151804	101846.254035188	27472.5179406621	12115.0834912517	10838.7525112441	57000.5983652803	71636.6652839173	8975.30495303642	63373.9858222599	89259.0424494908	22682.1581645134	16198.3394827988	33390.8600068941	28087.3271245236
ERR3940123	25216.7401144557	18705.2134711155	23671.7719869046	22248.3924587823	19162.4617416448	23915.9027218293	20319.7673461091	29512.0822545614	22603.7293383194	20813.6679371993	21503.742441724	21067.7908903615	23389.8295205416	25519.2479121153	24009.8649517235	28286.5558702363	20609.3009585478	21474.2718153608	18747.9265253521	20744.4212982672	22453.7595961122	22536.5763149596	21653.093497235	18819.8146112017	20459.6525141558	22735.6035767692	31337.2674143742	22563.6015298977	31014.1851738845	32377.0848903974	19611.4957869103	17753.5248049507	18331.8805909268	22660.3194372895	20829.7741466392	73017.4897336248	46208.4412201927	104506.05615944	25177.5215817602	19358.5822569733	58614.0106373894	71959.3766440483	47694.9948212598	33544.4995938231	76534.9981773045	49534.4806776048	27621.2113239083	135223.512474717	32440.3558241891	35998.0857129931	100620.403944727	89486.0482477576	121738.356798505	83838.1968257906	93740.2744875435	82460.7294534799	136814.297154939	224074.932580599	169355.234557424	144196.468143294	94004.061295244	22537.0584593465	39363.3524232883	20924.7526628154	19688.8244189439	21291.6998381999	19358.2010011261	19317.6326706975	37375.8729396385	22349.9443399754	20670.7044147025	21302.2354460747	0	38131.6421886076	23003.1035080052	21573.1658780069	22846.8831134577	21746.7035892799	21920.6246261369	21445.962813546	20504.086714604	32544.8858655242	27759.6391907388	23198.8768478131	27847.483764247	25431.6960504014	28355.7725869002	24170.6102529498	21333.1846661487	34166.7519966414	19357.9240622542	30760.8429663428	23342.6030253697	23874.1837975668	24643.6534223317	39710.1604756264	51179.9245017028	64660.6993080032	76287.3110418764	101321.405083033	85807.3165528441	46760.7506462418	111679.177396684	23707.6128279504	52184.8371368542	93160.10008582	128658.811509356	56482.8749710919	51464.2978772663	115244.636656115	19846.0010077597	108548.184881185	50222.1840624241	106736.156071877	165619.345678577	125357.617825962	164154.235254531	71498.1804943315	230342.912832151	103011.410105871	78783.3036943742	21282.9564910517	51109.2272686645	20244.1850663345	48790.4195308874	103280.366856436	32386.9411800497	20998.8086566834	20289.2403258476	59525.1453673151	73661.2960108631	19357.9651823222	65653.9168366976	90891.9764115623	28436.8601642305	23591.5433789314	37538.3037576287	32910.0693101671
ERR3940136	29962.0814363755	32863.0882145912	32867.5607096115	33920.3635151512	32959.7920806549	33723.245469557	31692.6228166745	26882.6771918275	37735.3028343486	32051.5839078196	34546.1211281382	29765.7078699634	27005.0329198096	36807.5075494117	29489.0497134106	31672.0204439186	35000.5393672726	32693.8533978484	32316.358690298	32046.0795262073	33029.1309906876	34165.21280484	27665.6854605123	36173.3440809666	33011.1257760168	33133.8084439444	27036.7080281605	31466.1044617855	40848.6272963976	19720.9021598912	31836.691206845	34723.2707416799	31570.6967613957	34193.5130836245	32695.0832236286	77710.5557372999	53316.0079713401	107837.342511766	36623.5478756496	32895.765274576	64365.9763306671	76717.1985476529	54609.4240676461	42808.9957719169	81024.5802951178	56223.1397380118	38344.5951993237	137814.277170401	41949.4142032997	44757.5562447281	104076.137303418	93354.8579185893	124609.807727963	87955.7838518878	97440.3187956608	86643.80282513	139375.494876251	225647.849706129	171430.954433556	146628.776476516	97694.1155136787	32558.0090300374	47144.9330469352	31752.2078917357	31836.1037031858	32345.3413337995	32819.6117892945	30709.6091150636	39128.3077834961	31462.6984856671	32988.343835361	26100.4755320665	38131.6421886076	0	31384.9308267519	32836.2039218908	34740.7923628693	31868.9395964158	30859.3735840506	31041.1773133688	29374.414206925	17743.1275146182	29791.0525829485	31792.1108295753	33440.0677929935	36489.8425592657	38854.0722833527	30709.9070008361	34395.901325594	43237.0521196809	32895.3774564148	31452.8822526649	35297.7715443907	37350.5667962348	35821.1507911178	22234.6965574077	57678.0836886941	69916.970050196	80790.6584451445	104754.015646179	89834.6939661955	53795.3944775945	114802.505765336	35629.0270987014	58571.6133720081	96882.3044420394	131379.094398614	62431.497106829	57930.5672508046	118273.84725289	33184.9426999656	111759.04932935	56829.960742552	109999.925813611	167741.301798335	128147.996523551	166294.88752815	76284.772268127	231873.314889834	106389.507367973	83151.5821076184	34063.7769925767	57615.3606080878	33424.5971553884	55568.7115560546	106649.945353948	41908.1212296614	33886.9684539647	33451.90486355	65196.7759709021	78315.791485498	32895.4021407248	70836.5263264652	94703.3686940438	38936.2515144948	35551.8998789094	46005.44440607	42313.7014216436
